num_mes,anio,Mes,departamento,experiencia,cant_exp,cod_dpto
10,2019,Oct,Nariño,No especifica experiencia,12,17
10,2019,Oct,Norte de Santander,Sin Experiencia,281,18
10,2019,Oct,Norte de Santander,1 a 6 Meses,73,18
10,2019,Oct,Norte de Santander,7 a 12 Meses,436,18
10,2019,Oct,Norte de Santander,13 a 24 Meses,128,18
10,2019,Oct,Norte de Santander,25 a 36 Meses,39,18
10,2019,Oct,Norte de Santander,37 a 60 Meses,11,18
10,2019,Oct,Norte de Santander,Mayor a 60 meses,131,18
10,2019,Oct,Norte de Santander,No especifica experiencia,100,18
10,2019,Oct,Putumayo,Sin Experiencia,218,27
10,2019,Oct,Putumayo,1 a 6 Meses,14,27
10,2019,Oct,Putumayo,7 a 12 Meses,67,27
10,2019,Oct,Putumayo,13 a 24 Meses,19,27
10,2019,Oct,Putumayo,25 a 36 Meses,15,27
10,2019,Oct,Putumayo,37 a 60 Meses,5,27
10,2019,Oct,Putumayo,Mayor a 60 meses,74,27
10,2019,Oct,Putumayo,No especifica experiencia,77,27
10,2019,Oct,Quindío,Sin Experiencia,71,19
10,2019,Oct,Quindío,1 a 6 Meses,41,19
10,2019,Oct,Quindío,7 a 12 Meses,404,19
10,2019,Oct,Quindío,13 a 24 Meses,94,19
10,2019,Oct,Quindío,25 a 36 Meses,35,19
10,2019,Oct,Quindío,37 a 60 Meses,11,19
10,2019,Oct,Quindío,Mayor a 60 meses,102,19
10,2019,Oct,Quindío,No especifica experiencia,7,19
10,2019,Oct,Risaralda,Sin Experiencia,241,20
10,2019,Oct,Risaralda,1 a 6 Meses,130,20
10,2019,Oct,Risaralda,7 a 12 Meses,1402,20
10,2019,Oct,Risaralda,13 a 24 Meses,358,20
10,2019,Oct,Risaralda,25 a 36 Meses,107,20
10,2019,Oct,Risaralda,37 a 60 Meses,33,20
10,2019,Oct,Risaralda,Mayor a 60 meses,265,20
10,2019,Oct,Risaralda,No especifica experiencia,66,20
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",Sin Experiencia,75,28
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",1 a 6 Meses,26,28
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",7 a 12 Meses,50,28
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",13 a 24 Meses,21,28
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",25 a 36 Meses,5,28
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",37 a 60 Meses,18,28
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mayor a 60 meses,7,28
10,2019,Oct,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica experiencia,2,28
10,2019,Oct,Santander,Sin Experiencia,942,21
10,2019,Oct,Santander,1 a 6 Meses,108,21
10,2019,Oct,Santander,7 a 12 Meses,1675,21
10,2019,Oct,Santander,13 a 24 Meses,560,21
10,2019,Oct,Santander,25 a 36 Meses,198,21
10,2019,Oct,Santander,37 a 60 Meses,98,21
10,2019,Oct,Santander,Mayor a 60 meses,689,21
10,2019,Oct,Santander,No especifica experiencia,442,21
10,2019,Oct,Sucre,Sin Experiencia,115,22
10,2019,Oct,Sucre,1 a 6 Meses,15,22
10,2019,Oct,Sucre,7 a 12 Meses,188,22
10,2019,Oct,Sucre,13 a 24 Meses,56,22
10,2019,Oct,Sucre,25 a 36 Meses,19,22
10,2019,Oct,Sucre,37 a 60 Meses,8,22
10,2019,Oct,Sucre,Mayor a 60 meses,15,22
10,2019,Oct,Sucre,No especifica experiencia,35,22
10,2019,Oct,Tolima,Sin Experiencia,252,23
10,2019,Oct,Tolima,1 a 6 Meses,73,23
10,2019,Oct,Tolima,7 a 12 Meses,681,23
10,2019,Oct,Tolima,13 a 24 Meses,168,23
10,2019,Oct,Tolima,25 a 36 Meses,117,23
10,2019,Oct,Tolima,37 a 60 Meses,51,23
10,2019,Oct,Tolima,Mayor a 60 meses,164,23
10,2019,Oct,Tolima,No especifica experiencia,95,23
10,2019,Oct,Valle del Cauca,Sin Experiencia,1430,24
10,2019,Oct,Valle del Cauca,1 a 6 Meses,306,24
10,2019,Oct,Valle del Cauca,7 a 12 Meses,6007,24
10,2019,Oct,Valle del Cauca,13 a 24 Meses,1949,24
10,2019,Oct,Valle del Cauca,25 a 36 Meses,644,24
10,2019,Oct,Valle del Cauca,37 a 60 Meses,250,24
10,2019,Oct,Valle del Cauca,Mayor a 60 meses,154,24
10,2019,Oct,Valle del Cauca,No especifica experiencia,49,24
10,2019,Oct,Vaupés,Sin Experiencia,0,32
10,2019,Oct,Vaupés,1 a 6 Meses,4,32
10,2019,Oct,Vaupés,7 a 12 Meses,4,32
10,2019,Oct,Vaupés,13 a 24 Meses,3,32
10,2019,Oct,Vaupés,25 a 36 Meses,5,32
10,2019,Oct,Vaupés,37 a 60 Meses,2,32
10,2019,Oct,Vaupés,Mayor a 60 meses,1,32
10,2019,Oct,Vaupés,No especifica experiencia,0,32
10,2019,Oct,Vichada,Sin Experiencia,1,33
10,2019,Oct,Vichada,1 a 6 Meses,5,33
10,2019,Oct,Vichada,7 a 12 Meses,2,33
10,2019,Oct,Vichada,13 a 24 Meses,6,33
10,2019,Oct,Vichada,25 a 36 Meses,8,33
10,2019,Oct,Vichada,37 a 60 Meses,1,33
10,2019,Oct,Vichada,Mayor a 60 meses,0,33
10,2019,Oct,Vichada,No especifica experiencia,0,33
11,2019,Nov,Amazonas,Sin Experiencia,2,29
11,2019,Nov,Amazonas,1 a 6 Meses,2,29
11,2019,Nov,Amazonas,7 a 12 Meses,26,29
11,2019,Nov,Amazonas,13 a 24 Meses,0,29
11,2019,Nov,Amazonas,25 a 36 Meses,3,29
11,2019,Nov,Amazonas,37 a 60 Meses,0,29
11,2019,Nov,Amazonas,Mayor a 60 meses,15,29
11,2019,Nov,Amazonas,No especifica experiencia,0,29
11,2019,Nov,Antioquia,Sin Experiencia,3316,1
11,2019,Nov,Antioquia,1 a 6 Meses,631,1
11,2019,Nov,Antioquia,7 a 12 Meses,13496,1
11,2019,Nov,Antioquia,13 a 24 Meses,3172,1
11,2019,Nov,Antioquia,25 a 36 Meses,1276,1
11,2019,Nov,Antioquia,37 a 60 Meses,616,1
11,2019,Nov,Antioquia,Mayor a 60 meses,1286,1
11,2019,Nov,Antioquia,No especifica experiencia,665,1
11,2019,Nov,Arauca,Sin Experiencia,136,25
11,2019,Nov,Arauca,1 a 6 Meses,27,25
11,2019,Nov,Arauca,7 a 12 Meses,83,25
11,2019,Nov,Arauca,13 a 24 Meses,24,25
11,2019,Nov,Arauca,25 a 36 Meses,9,25
11,2019,Nov,Arauca,37 a 60 Meses,4,25
11,2019,Nov,Arauca,Mayor a 60 meses,89,25
11,2019,Nov,Arauca,No especifica experiencia,51,25
11,2019,Nov,Atlántico,Sin Experiencia,426,2
11,2019,Nov,Atlántico,1 a 6 Meses,96,2
11,2019,Nov,Atlántico,7 a 12 Meses,1585,2
11,2019,Nov,Atlántico,13 a 24 Meses,769,2
11,2019,Nov,Atlántico,25 a 36 Meses,307,2
11,2019,Nov,Atlántico,37 a 60 Meses,125,2
11,2019,Nov,Atlántico,Mayor a 60 meses,338,2
11,2019,Nov,Atlántico,No especifica experiencia,148,2
11,2019,Nov,Bogotá D.C.,Sin Experiencia,13474,3
11,2019,Nov,Bogotá D.C.,1 a 6 Meses,2065,3
11,2019,Nov,Bogotá D.C.,7 a 12 Meses,46319,3
11,2019,Nov,Bogotá D.C.,13 a 24 Meses,11908,3
11,2019,Nov,Bogotá D.C.,25 a 36 Meses,5201,3
11,2019,Nov,Bogotá D.C.,37 a 60 Meses,2843,3
11,2019,Nov,Bogotá D.C.,Mayor a 60 meses,2968,3
11,2019,Nov,Bogotá D.C.,No especifica experiencia,916,3
11,2019,Nov,Bolívar,Sin Experiencia,422,4
11,2019,Nov,Bolívar,1 a 6 Meses,135,4
11,2019,Nov,Bolívar,7 a 12 Meses,881,4
11,2019,Nov,Bolívar,13 a 24 Meses,455,4
11,2019,Nov,Bolívar,25 a 36 Meses,168,4
11,2019,Nov,Bolívar,37 a 60 Meses,116,4
11,2019,Nov,Bolívar,Mayor a 60 meses,127,4
11,2019,Nov,Bolívar,No especifica experiencia,32,4
11,2019,Nov,Boyacá,Sin Experiencia,307,5
11,2019,Nov,Boyacá,1 a 6 Meses,213,5
11,2019,Nov,Boyacá,7 a 12 Meses,791,5
11,2019,Nov,Boyacá,13 a 24 Meses,209,5
11,2019,Nov,Boyacá,25 a 36 Meses,73,5
11,2019,Nov,Boyacá,37 a 60 Meses,21,5
11,2019,Nov,Boyacá,Mayor a 60 meses,192,5
11,2019,Nov,Boyacá,No especifica experiencia,170,5
11,2019,Nov,Caldas,Sin Experiencia,522,6
11,2019,Nov,Caldas,1 a 6 Meses,102,6
11,2019,Nov,Caldas,7 a 12 Meses,835,6
11,2019,Nov,Caldas,13 a 24 Meses,197,6
11,2019,Nov,Caldas,25 a 36 Meses,54,6
11,2019,Nov,Caldas,37 a 60 Meses,23,6
11,2019,Nov,Caldas,Mayor a 60 meses,130,6
11,2019,Nov,Caldas,No especifica experiencia,42,6
11,2019,Nov,Caquetá,Sin Experiencia,103,7
11,2019,Nov,Caquetá,1 a 6 Meses,31,7
11,2019,Nov,Caquetá,7 a 12 Meses,119,7
11,2019,Nov,Caquetá,13 a 24 Meses,25,7
11,2019,Nov,Caquetá,25 a 36 Meses,4,7
11,2019,Nov,Caquetá,37 a 60 Meses,5,7
11,2019,Nov,Caquetá,Mayor a 60 meses,43,7
11,2019,Nov,Caquetá,No especifica experiencia,19,7
11,2019,Nov,Casanare,Sin Experiencia,781,26
11,2019,Nov,Casanare,1 a 6 Meses,80,26
11,2019,Nov,Casanare,7 a 12 Meses,274,26
11,2019,Nov,Casanare,13 a 24 Meses,149,26
11,2019,Nov,Casanare,25 a 36 Meses,43,26
11,2019,Nov,Casanare,37 a 60 Meses,28,26
11,2019,Nov,Casanare,Mayor a 60 meses,372,26
11,2019,Nov,Casanare,No especifica experiencia,480,26
11,2019,Nov,Cauca,Sin Experiencia,132,8
11,2019,Nov,Cauca,1 a 6 Meses,59,8
11,2019,Nov,Cauca,7 a 12 Meses,429,8
11,2019,Nov,Cauca,13 a 24 Meses,95,8
11,2019,Nov,Cauca,25 a 36 Meses,43,8
11,2019,Nov,Cauca,37 a 60 Meses,5,8
11,2019,Nov,Cauca,Mayor a 60 meses,98,8
11,2019,Nov,Cauca,No especifica experiencia,21,8
11,2019,Nov,Cesar,Sin Experiencia,187,9
11,2019,Nov,Cesar,1 a 6 Meses,42,9
11,2019,Nov,Cesar,7 a 12 Meses,324,9
11,2019,Nov,Cesar,13 a 24 Meses,96,9
11,2019,Nov,Cesar,25 a 36 Meses,51,9
11,2019,Nov,Cesar,37 a 60 Meses,23,9
11,2019,Nov,Cesar,Mayor a 60 meses,83,9
11,2019,Nov,Cesar,No especifica experiencia,79,9
11,2019,Nov,Chocó,Sin Experiencia,68,12
11,2019,Nov,Chocó,1 a 6 Meses,5,12
11,2019,Nov,Chocó,7 a 12 Meses,62,12
11,2019,Nov,Chocó,13 a 24 Meses,16,12
11,2019,Nov,Chocó,25 a 36 Meses,10,12
11,2019,Nov,Chocó,37 a 60 Meses,3,12
11,2019,Nov,Chocó,Mayor a 60 meses,16,12
11,2019,Nov,Chocó,No especifica experiencia,2,12
11,2019,Nov,Córdoba,Sin Experiencia,136,10
11,2019,Nov,Córdoba,1 a 6 Meses,30,10
11,2019,Nov,Córdoba,7 a 12 Meses,289,10
11,2019,Nov,Córdoba,13 a 24 Meses,101,10
11,2019,Nov,Córdoba,25 a 36 Meses,43,10
11,2019,Nov,Córdoba,37 a 60 Meses,27,10
11,2019,Nov,Córdoba,Mayor a 60 meses,39,10
11,2019,Nov,Córdoba,No especifica experiencia,58,10
11,2019,Nov,Cundinamarca,Sin Experiencia,1071,11
11,2019,Nov,Cundinamarca,1 a 6 Meses,391,11
11,2019,Nov,Cundinamarca,7 a 12 Meses,5051,11
11,2019,Nov,Cundinamarca,13 a 24 Meses,1184,11
11,2019,Nov,Cundinamarca,25 a 36 Meses,451,11
11,2019,Nov,Cundinamarca,37 a 60 Meses,159,11
11,2019,Nov,Cundinamarca,Mayor a 60 meses,479,11
11,2019,Nov,Cundinamarca,No especifica experiencia,163,11
11,2019,Nov,Guainía,Sin Experiencia,0,30
11,2019,Nov,Guainía,1 a 6 Meses,2,30
11,2019,Nov,Guainía,7 a 12 Meses,8,30
11,2019,Nov,Guainía,13 a 24 Meses,0,30
11,2019,Nov,Guainía,25 a 36 Meses,0,30
11,2019,Nov,Guainía,37 a 60 Meses,0,30
11,2019,Nov,Guainía,Mayor a 60 meses,0,30
11,2019,Nov,Guainía,No especifica experiencia,0,30
11,2019,Nov,Guaviare,Sin Experiencia,3,31
11,2019,Nov,Guaviare,1 a 6 Meses,2,31
11,2019,Nov,Guaviare,7 a 12 Meses,18,31
11,2019,Nov,Guaviare,13 a 24 Meses,8,31
11,2019,Nov,Guaviare,25 a 36 Meses,0,31
11,2019,Nov,Guaviare,37 a 60 Meses,0,31
11,2019,Nov,Guaviare,Mayor a 60 meses,0,31
11,2019,Nov,Guaviare,No especifica experiencia,0,31
11,2019,Nov,Huila,Sin Experiencia,264,13
11,2019,Nov,Huila,1 a 6 Meses,128,13
11,2019,Nov,Huila,7 a 12 Meses,512,13
11,2019,Nov,Huila,13 a 24 Meses,177,13
11,2019,Nov,Huila,25 a 36 Meses,60,13
11,2019,Nov,Huila,37 a 60 Meses,45,13
11,2019,Nov,Huila,Mayor a 60 meses,175,13
11,2019,Nov,Huila,No especifica experiencia,114,13
11,2019,Nov,La Guajira,Sin Experiencia,30,14
11,2019,Nov,La Guajira,1 a 6 Meses,22,14
11,2019,Nov,La Guajira,7 a 12 Meses,122,14
11,2019,Nov,La Guajira,13 a 24 Meses,37,14
11,2019,Nov,La Guajira,25 a 36 Meses,18,14
11,2019,Nov,La Guajira,37 a 60 Meses,11,14
11,2019,Nov,La Guajira,Mayor a 60 meses,44,14
11,2019,Nov,La Guajira,No especifica experiencia,19,14
11,2019,Nov,Magdalena,Sin Experiencia,124,15
11,2019,Nov,Magdalena,1 a 6 Meses,53,15
11,2019,Nov,Magdalena,7 a 12 Meses,357,15
11,2019,Nov,Magdalena,13 a 24 Meses,120,15
11,2019,Nov,Magdalena,25 a 36 Meses,37,15
11,2019,Nov,Magdalena,37 a 60 Meses,12,15
11,2019,Nov,Magdalena,Mayor a 60 meses,72,15
11,2019,Nov,Magdalena,No especifica experiencia,45,15
11,2019,Nov,Meta,Sin Experiencia,904,16
11,2019,Nov,Meta,1 a 6 Meses,232,16
11,2019,Nov,Meta,7 a 12 Meses,891,16
11,2019,Nov,Meta,13 a 24 Meses,415,16
11,2019,Nov,Meta,25 a 36 Meses,144,16
11,2019,Nov,Meta,37 a 60 Meses,62,16
11,2019,Nov,Meta,Mayor a 60 meses,407,16
11,2019,Nov,Meta,No especifica experiencia,608,16
11,2019,Nov,Nariño,Sin Experiencia,160,17
11,2019,Nov,Nariño,1 a 6 Meses,194,17
11,2019,Nov,Nariño,7 a 12 Meses,454,17
11,2019,Nov,Nariño,13 a 24 Meses,134,17
11,2019,Nov,Nariño,25 a 36 Meses,44,17
11,2019,Nov,Nariño,37 a 60 Meses,22,17
11,2019,Nov,Nariño,Mayor a 60 meses,79,17
11,2019,Nov,Nariño,No especifica experiencia,95,17
11,2019,Nov,Norte de Santander,Sin Experiencia,280,18
11,2019,Nov,Norte de Santander,1 a 6 Meses,120,18
11,2019,Nov,Norte de Santander,7 a 12 Meses,468,18
11,2019,Nov,Norte de Santander,13 a 24 Meses,138,18
11,2019,Nov,Norte de Santander,25 a 36 Meses,45,18
11,2019,Nov,Norte de Santander,37 a 60 Meses,15,18
11,2019,Nov,Norte de Santander,Mayor a 60 meses,150,18
11,2019,Nov,Norte de Santander,No especifica experiencia,118,18
11,2019,Nov,Putumayo,Sin Experiencia,236,27
11,2019,Nov,Putumayo,1 a 6 Meses,10,27
11,2019,Nov,Putumayo,7 a 12 Meses,75,27
11,2019,Nov,Putumayo,13 a 24 Meses,17,27
11,2019,Nov,Putumayo,25 a 36 Meses,6,27
11,2019,Nov,Putumayo,37 a 60 Meses,5,27
11,2019,Nov,Putumayo,Mayor a 60 meses,64,27
11,2019,Nov,Putumayo,No especifica experiencia,81,27
11,2019,Nov,Quindío,Sin Experiencia,100,19
11,2019,Nov,Quindío,1 a 6 Meses,50,19
11,2019,Nov,Quindío,7 a 12 Meses,496,19
11,2019,Nov,Quindío,13 a 24 Meses,86,19
11,2019,Nov,Quindío,25 a 36 Meses,33,19
11,2019,Nov,Quindío,37 a 60 Meses,12,19
11,2019,Nov,Quindío,Mayor a 60 meses,87,19
11,2019,Nov,Quindío,No especifica experiencia,10,19
11,2019,Nov,Risaralda,Sin Experiencia,333,20
11,2019,Nov,Risaralda,1 a 6 Meses,102,20
11,2019,Nov,Risaralda,7 a 12 Meses,1724,20
11,2019,Nov,Risaralda,13 a 24 Meses,458,20
11,2019,Nov,Risaralda,25 a 36 Meses,105,20
11,2019,Nov,Risaralda,37 a 60 Meses,33,20
11,2019,Nov,Risaralda,Mayor a 60 meses,291,20
11,2019,Nov,Risaralda,No especifica experiencia,68,20
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",Sin Experiencia,68,28
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",1 a 6 Meses,49,28
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",7 a 12 Meses,61,28
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",13 a 24 Meses,11,28
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",25 a 36 Meses,8,28
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",37 a 60 Meses,9,28
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",Mayor a 60 meses,19,28
11,2019,Nov,"Archipiélago de San Andrés, Providencia y Santa Catalina",No especifica experiencia,1,28
11,2019,Nov,Santander,Sin Experiencia,1262,21
11,2019,Nov,Santander,1 a 6 Meses,276,21
11,2019,Nov,Santander,7 a 12 Meses,2102,21
11,2019,Nov,Santander,13 a 24 Meses,646,21
11,2019,Nov,Santander,25 a 36 Meses,198,21
11,2019,Nov,Santander,37 a 60 Meses,113,21
11,2019,Nov,Santander,Mayor a 60 meses,854,21
11,2019,Nov,Santander,No especifica experiencia,531,21
11,2019,Nov,Sucre,Sin Experiencia,106,22
11,2019,Nov,Sucre,1 a 6 Meses,31,22
11,2019,Nov,Sucre,7 a 12 Meses,187,22
11,2019,Nov,Sucre,13 a 24 Meses,59,22
11,2019,Nov,Sucre,25 a 36 Meses,16,22
11,2019,Nov,Sucre,37 a 60 Meses,7,22
11,2019,Nov,Sucre,Mayor a 60 meses,19,22
11,2019,Nov,Sucre,No especifica experiencia,32,22
11,2019,Nov,Tolima,Sin Experiencia,260,23
11,2019,Nov,Tolima,1 a 6 Meses,97,23
11,2019,Nov,Tolima,7 a 12 Meses,782,23
11,2019,Nov,Tolima,13 a 24 Meses,160,23
11,2019,Nov,Tolima,25 a 36 Meses,93,23
11,2019,Nov,Tolima,37 a 60 Meses,36,23
11,2019,Nov,Tolima,Mayor a 60 meses,166,23
11,2019,Nov,Tolima,No especifica experiencia,87,23
11,2019,Nov,Valle del Cauca,Sin Experiencia,1544,24
11,2019,Nov,Valle del Cauca,1 a 6 Meses,546,24
11,2019,Nov,Valle del Cauca,7 a 12 Meses,6162,24
11,2019,Nov,Valle del Cauca,13 a 24 Meses,1974,24
11,2019,Nov,Valle del Cauca,25 a 36 Meses,715,24
11,2019,Nov,Valle del Cauca,37 a 60 Meses,309,24
11,2019,Nov,Valle del Cauca,Mayor a 60 meses,154,24
11,2019,Nov,Valle del Cauca,No especifica experiencia,43,24
11,2019,Nov,Vaupés,Sin Experiencia,1,32
11,2019,Nov,Vaupés,1 a 6 Meses,1,32
11,2019,Nov,Vaupés,7 a 12 Meses,8,32
11,2019,Nov,Vaupés,13 a 24 Meses,1,32
11,2019,Nov,Vaupés,25 a 36 Meses,0,32
11,2019,Nov,Vaupés,37 a 60 Meses,0,32
11,2019,Nov,Vaupés,Mayor a 60 meses,0,32
11,2019,Nov,Vaupés,No especifica experiencia,0,32
11,2019,Nov,Vichada,Sin Experiencia,1,33
11,2019,Nov,Vichada,1 a 6 Meses,1,33
11,2019,Nov,Vichada,7 a 12 Meses,4,33
11,2019,Nov,Vichada,13 a 24 Meses,2,33
11,2019,Nov,Vichada,25 a 36 Meses,0,33
11,2019,Nov,Vichada,37 a 60 Meses,0,33
11,2019,Nov,Vichada,Mayor a 60 meses,0,33
11,2019,Nov,Vichada,No especifica experiencia,0,33
12,2019,Dic,Amazonas,Sin Experiencia,10,29
12,2019,Dic,Amazonas,1 a 6 Meses,1,29
12,2019,Dic,Amazonas,7 a 12 Meses,18,29
12,2019,Dic,Amazonas,13 a 24 Meses,2,29
12,2019,Dic,Amazonas,25 a 36 Meses,1,29
12,2019,Dic,Amazonas,37 a 60 Meses,1,29
12,2019,Dic,Amazonas,Mayor a 60 meses,3,29
12,2019,Dic,Amazonas,No especifica experiencia,1,29
12,2019,Dic,Antioquia,Sin Experiencia,2994,1
12,2019,Dic,Antioquia,1 a 6 Meses,262,1
12,2019,Dic,Antioquia,7 a 12 Meses,12801,1
12,2019,Dic,Antioquia,13 a 24 Meses,2808,1
12,2019,Dic,Antioquia,25 a 36 Meses,1025,1
12,2019,Dic,Antioquia,37 a 60 Meses,543,1
12,2019,Dic,Antioquia,Mayor a 60 meses,1017,1
12,2019,Dic,Antioquia,No especifica experiencia,548,1
12,2019,Dic,Arauca,Sin Experiencia,122,25
12,2019,Dic,Arauca,1 a 6 Meses,8,25
12,2019,Dic,Arauca,7 a 12 Meses,66,25
12,2019,Dic,Arauca,13 a 24 Meses,33,25
12,2019,Dic,Arauca,25 a 36 Meses,8,25
12,2019,Dic,Arauca,37 a 60 Meses,10,25
12,2019,Dic,Arauca,Mayor a 60 meses,64,25
12,2019,Dic,Arauca,No especifica experiencia,79,25
12,2019,Dic,Atlántico,Sin Experiencia,330,2
12,2019,Dic,Atlántico,1 a 6 Meses,38,2
12,2019,Dic,Atlántico,7 a 12 Meses,1305,2
12,2019,Dic,Atlántico,13 a 24 Meses,707,2
12,2019,Dic,Atlántico,25 a 36 Meses,288,2
12,2019,Dic,Atlántico,37 a 60 Meses,113,2
12,2019,Dic,Atlántico,Mayor a 60 meses,283,2
12,2019,Dic,Atlántico,No especifica experiencia,149,2
12,2019,Dic,Bogotá D.C.,Sin Experiencia,11348,3
12,2019,Dic,Bogotá D.C.,1 a 6 Meses,575,3
12,2019,Dic,Bogotá D.C.,7 a 12 Meses,43511,3
12,2019,Dic,Bogotá D.C.,13 a 24 Meses,11030,3
12,2019,Dic,Bogotá D.C.,25 a 36 Meses,4705,3
12,2019,Dic,Bogotá D.C.,37 a 60 Meses,2603,3
12,2019,Dic,Bogotá D.C.,Mayor a 60 meses,2431,3
12,2019,Dic,Bogotá D.C.,No especifica experiencia,815,3
12,2019,Dic,Bolívar,Sin Experiencia,469,4
12,2019,Dic,Bolívar,1 a 6 Meses,55,4
12,2019,Dic,Bolívar,7 a 12 Meses,755,4
12,2019,Dic,Bolívar,13 a 24 Meses,344,4
12,2019,Dic,Bolívar,25 a 36 Meses,118,4
12,2019,Dic,Bolívar,37 a 60 Meses,71,4
12,2019,Dic,Bolívar,Mayor a 60 meses,83,4
12,2019,Dic,Bolívar,No especifica experiencia,22,4
12,2019,Dic,Boyacá,Sin Experiencia,219,5
12,2019,Dic,Boyacá,1 a 6 Meses,79,5
12,2019,Dic,Boyacá,7 a 12 Meses,684,5
12,2019,Dic,Boyacá,13 a 24 Meses,163,5
12,2019,Dic,Boyacá,25 a 36 Meses,47,5
12,2019,Dic,Boyacá,37 a 60 Meses,24,5
12,2019,Dic,Boyacá,Mayor a 60 meses,104,5
12,2019,Dic,Boyacá,No especifica experiencia,128,5
12,2019,Dic,Caldas,Sin Experiencia,226,6
12,2019,Dic,Caldas,1 a 6 Meses,30,6
12,2019,Dic,Caldas,7 a 12 Meses,696,6
12,2019,Dic,Caldas,13 a 24 Meses,202,6
12,2019,Dic,Caldas,25 a 36 Meses,56,6
12,2019,Dic,Caldas,37 a 60 Meses,24,6
12,2019,Dic,Caldas,Mayor a 60 meses,137,6
12,2019,Dic,Caldas,No especifica experiencia,49,6
12,2019,Dic,Caquetá,Sin Experiencia,47,7
12,2019,Dic,Caquetá,1 a 6 Meses,32,7
12,2019,Dic,Caquetá,7 a 12 Meses,130,7
12,2019,Dic,Caquetá,13 a 24 Meses,20,7
12,2019,Dic,Caquetá,25 a 36 Meses,12,7
12,2019,Dic,Caquetá,37 a 60 Meses,8,7
12,2019,Dic,Caquetá,Mayor a 60 meses,46,7
12,2019,Dic,Caquetá,No especifica experiencia,20,7
12,2019,Dic,Casanare,Sin Experiencia,672,26
12,2019,Dic,Casanare,1 a 6 Meses,38,26
12,2019,Dic,Casanare,7 a 12 Meses,223,26
12,2019,Dic,Casanare,13 a 24 Meses,122,26
12,2019,Dic,Casanare,25 a 36 Meses,52,26
12,2019,Dic,Casanare,37 a 60 Meses,22,26
12,2019,Dic,Casanare,Mayor a 60 meses,354,26
12,2019,Dic,Casanare,No especifica experiencia,398,26
12,2019,Dic,Cauca,Sin Experiencia,128,8
12,2019,Dic,Cauca,1 a 6 Meses,11,8
12,2019,Dic,Cauca,7 a 12 Meses,318,8
12,2019,Dic,Cauca,13 a 24 Meses,92,8
12,2019,Dic,Cauca,25 a 36 Meses,39,8
12,2019,Dic,Cauca,37 a 60 Meses,14,8
12,2019,Dic,Cauca,Mayor a 60 meses,51,8
12,2019,Dic,Cauca,No especifica experiencia,14,8
12,2019,Dic,Cesar,Sin Experiencia,146,9
12,2019,Dic,Cesar,1 a 6 Meses,27,9
12,2019,Dic,Cesar,7 a 12 Meses,277,9
12,2019,Dic,Cesar,13 a 24 Meses,102,9
12,2019,Dic,Cesar,25 a 36 Meses,34,9
12,2019,Dic,Cesar,37 a 60 Meses,51,9
12,2019,Dic,Cesar,Mayor a 60 meses,80,9
12,2019,Dic,Cesar,No especifica experiencia,99,9
12,2019,Dic,Chocó,Sin Experiencia,16,12
12,2019,Dic,Chocó,1 a 6 Meses,4,12
12,2019,Dic,Chocó,7 a 12 Meses,37,12
12,2019,Dic,Chocó,13 a 24 Meses,9,12
12,2019,Dic,Chocó,25 a 36 Meses,7,12
12,2019,Dic,Chocó,37 a 60 Meses,7,12
12,2019,Dic,Chocó,Mayor a 60 meses,19,12
12,2019,Dic,Chocó,No especifica experiencia,0,12
12,2019,Dic,Córdoba,Sin Experiencia,113,10
12,2019,Dic,Córdoba,1 a 6 Meses,14,10
12,2019,Dic,Córdoba,7 a 12 Meses,274,10
12,2019,Dic,Córdoba,13 a 24 Meses,84,10
12,2019,Dic,Córdoba,25 a 36 Meses,50,10
12,2019,Dic,Córdoba,37 a 60 Meses,21,10
12,2019,Dic,Córdoba,Mayor a 60 meses,50,10
12,2019,Dic,Córdoba,No especifica experiencia,40,10
12,2019,Dic,Cundinamarca,Sin Experiencia,991,11
12,2019,Dic,Cundinamarca,1 a 6 Meses,131,11
12,2019,Dic,Cundinamarca,7 a 12 Meses,5125,11
12,2019,Dic,Cundinamarca,13 a 24 Meses,961,11
12,2019,Dic,Cundinamarca,25 a 36 Meses,314,11
12,2019,Dic,Cundinamarca,37 a 60 Meses,134,11
12,2019,Dic,Cundinamarca,Mayor a 60 meses,424,11
